name,neighbourhood_cleansed,room_type,price,review_scores_rating,number_of_reviews,latitude,longitude,minimum_nights,accommodates
Stanza a Coverciano,Campo di Marte,Private room,$38.00,4.93,15,43.76942,11.2986,31,2
Speziali Twin con letti singoli in centro Firenze,Centro Storico,Private room,$195.00,3.5,2,43.76987039999999,11.2545812,1,2
Speziali Camera con Balcone nel Cuore di Firenze,Centro Storico,Private room,$204.00,4.46,24,43.76987,11.25458,1,2
Speziali Appartamento nel cuore di Firenze,Centro Storico,Private room,$502.00,,0,43.76987,11.25458,1,5
La Casa di Ugo,Centro Storico,Entire home/apt,$108.00,4.5,6,43.77331639293634,11.262997632633995,2,4
Luisa’s Dream-Talenti  Stop,Isolotto Legnaia,Entire home/apt,$94.00,5.0,40,43.772992,11.218486,3,3
Standard room with AC at Room Mate Isabella,Centro Storico,Private room,,,0,43.77135,11.25127,31,2
Hotel room 15min. walk from iconic landmarks,Centro Storico,Private room,,,0,43.77897,11.25624,31,2
Urban San Niccolò charming  2bdr apartment,Centro Storico,Entire home/apt,$336.00,5.0,1,43.7647,11.26151,1,6
Duomo Luxury Apartment with plunge pool,Centro Storico,Entire home/apt,$572.00,4.85,39,43.7762013888653,11.257088194418772,1,6
Residenza Madiba Boutique B&B,Centro Storico,Entire home/apt,"$4,763.00",5.0,3,43.77383,11.25809,3,13
San Frediano Comfortable Home,Centro Storico,Entire home/apt,$180.00,,0,43.7667405,11.2447371,1,4
Dimora Ognissanti Apartment by Mamo Florence,Centro Storico,Entire home/apt,$126.00,4.67,18,43.77312,11.24308,1,4
Tornabuoni Apartment,Centro Storico,Entire home/apt,$243.00,4.92,66,43.77141121132615,11.2508237734437,1,4
camera al pino,Campo di Marte,Private room,$43.00,4.63,27,43.7834157,11.2720518,2,2
Loft centrale sui Lungarni,Campo di Marte,Entire home/apt,$108.00,,0,43.76615681896404,11.271689347922802,31,4
Casa Viola - Modern and spacious flat with terrace,Campo di Marte,Entire home/apt,$157.00,4.95,41,43.76854921416869,11.27343733596803,2,6
Camera Matrimoniale -  Corsini Tintori,Centro Storico,Private room,$142.00,1.0,1,43.767327,11.260926,1,2
Vivi Firenze with balcony,Centro Storico,Entire home/apt,,,0,43.7712511,11.2682091,31,4
Singola Bagno Privato Esterno- Corsini Tintori,Centro Storico,Private room,$121.00,4.5,4,43.767327,11.260926,1,1
Camera Matrimoniale/Doppia - Corsini Tintori,Centro Storico,Private room,$149.00,4.0,2,43.767327,11.260926,1,2
Camera Matrimoniale - Palazzo Oliveto,Isolotto Legnaia,Private room,$98.00,4.52,23,43.7701924,11.2345385,1,2
Camera Queen con vista Giardino Palazzo Oliveto,Isolotto Legnaia,Private room,$113.00,3.0,2,43.7701924,11.2345385,1,2
Camera Tripla Superior Palazzo Oliveto,Isolotto Legnaia,Private room,$128.00,4.38,29,43.7701924,11.2345385,1,3
Camera Quadrupla Deluxe Palazzo Oliveto,Isolotto Legnaia,Private room,$147.00,3.67,3,43.7701924,11.2345385,1,4
Camera Matrimoniale Comfort Palazzo Oliveto,Isolotto Legnaia,Private room,$108.00,,0,43.7701924,11.2345385,1,2
"appartamento ""il pomelo""",Isolotto Legnaia,Entire home/apt,$77.00,5.0,3,43.77214,11.23073,2,4
House in the heart of Florence,Centro Storico,Entire home/apt,$83.00,4.61,18,43.7790335,11.2555453,2,4
[Moderno Appartamento] Florence SELF CHECK-IN,Campo di Marte,Entire home/apt,$151.00,4.92,38,43.77922359999999,11.2934866,1,6
Appartamento firenze,Isolotto Legnaia,Entire home/apt,$83.00,5.0,27,43.76880973563054,11.19963012635708,1,3
Casa Allegra Firenze,Isolotto Legnaia,Entire home/apt,$92.00,5.0,2,43.77925818440485,11.218683387140286,3,2
Unique & Luxurious Artisanal Apartment in SSpirito,Centro Storico,Entire home/apt,$144.00,4.89,35,43.76895928928592,11.246982148346996,2,2
Charming Flat del Carmine,Centro Storico,Entire home/apt,$104.00,5.0,16,43.7687089,11.2420431,3,2
Luxury Apartment near @T2tram and 15’ city center,Rifredi,Entire home/apt,$117.00,4.88,25,43.78846422479757,11.224368949737553,2,4
Cute Flat next to Manifattura,Centro Storico,Entire home/apt,$75.00,,0,43.785522796438,11.227043978869917,31,4
Camera deluxe in Piazza Indipendenza Firenze,Centro Storico,Private room,$225.00,5.0,1,43.7808534,11.2546595,1,2
Toscanella Suite Florence,Centro Storico,Entire home/apt,$104.00,4.45,11,43.766405880115336,11.249888020237735,2,4
San Paolino Relax  Apartment,Centro Storico,Entire home/apt,$105.00,4.86,21,43.772409,11.2472318,2,3
|Antica Corte| Quiet and solo apartment-1 bedroom,Campo di Marte,Entire home/apt,$131.00,5.0,6,43.78177233573143,11.319827088942782,2,2
Appartamento Blu San Frediano Firenze,Isolotto Legnaia,Entire home/apt,$263.00,,0,43.77152328244444,11.238661954184552,2,6
"Luxury Apartment on the roof of S. Croce, Florence",Centro Storico,Entire home/apt,$150.00,4.67,18,43.76939,11.26402,2,4
[Duomo-Uffizi] @3BDR Bright and Luxury apartment,Centro Storico,Entire home/apt,$277.00,4.81,42,43.770824,11.2504531,2,6
Florence Easy Suite 619,Rifredi,Entire home/apt,$90.00,4.94,17,43.799067,11.2352619,2,4
"""Moon"" appartamento santa croce",Centro Storico,Entire home/apt,$115.00,4.69,16,43.7693028,11.2631867,2,4
Un gioiello del XIV secolo a 120 passi dal Duomo,Centro Storico,Entire home/apt,$196.00,4.57,7,43.77463,11.25682,2,4
Timeless Charming apt in Duomo,Centro Storico,Entire home/apt,$186.00,4.97,32,43.77252483047517,11.25830226071319,2,4
Scarlatti,Centro Storico,Entire home/apt,$137.00,4.4,5,43.769198,11.247952,1,6
Bellosguardo Hill Apartment - Florence,Isolotto Legnaia,Entire home/apt,$83.00,5.0,17,43.76359,11.22665,2,3
La Sosta,Rifredi,Entire home/apt,$102.00,5.0,10,43.79529162787142,11.237340388360613,4,3
Style In Florence by BelcantoVillas,Centro Storico,Entire home/apt,$177.00,5.0,10,43.7752495,11.2635162,1,4
Mansarda Nonna Gina with terraces,Centro Storico,Entire home/apt,$134.00,4.88,16,43.7781636,11.2558989,1,4
Pitti Flat by Belcanto Villas,Centro Storico,Entire home/apt,$133.00,4.78,18,43.7642951,11.2466451,1,4
Angelico Urban Loft,Campo di Marte,Entire home/apt,$99.00,4.5,8,43.76793029560679,11.27401689629516,1,4
National Libraray Studio,Centro Storico,Entire home/apt,$161.00,4.86,29,43.76680839179884,11.26325784655763,2,4
Comfort & Lux Flat in Florence,Centro Storico,Entire home/apt,$92.00,4.92,53,43.787845673867125,11.235248185694216,2,5
Modern Florentine Home | WiFi-AC,Gavinana Galluzzo,Entire home/apt,$103.00,4.97,39,43.761423,11.2834843,3,2
Casa Gledi con vista su Fiesole,Campo di Marte,Entire home/apt,$100.00,4.9,41,43.78279371786165,11.27039707502481,2,4
1 Camera Con Aria Condizionata e Bagno Condiviso,Centro Storico,Private room,$95.00,5.0,26,43.77435,11.24314,2,1
Luxury: Penthouse with Terrace over Florence,Centro Storico,Entire home/apt,"$2,000.00",4.79,63,43.7810193,11.2643629,1,6
Central Apartment Room Signoria,Centro Storico,Entire home/apt,$242.00,4.9,21,43.76987039999999,11.2545812,1,2
Santa Croce Deluxe Apartment,Centro Storico,Entire home/apt,$213.00,4.56,9,43.7680885,11.260961,1,5
Serragli Deluxe Apartment,Centro Storico,Entire home/apt,$233.00,5.0,1,43.7656748,11.2446111,1,6
[TopFloor Apt] a 50metri dal Duomo Firenze,Centro Storico,Entire home/apt,$115.00,4.52,199,43.77193420618608,11.262329892756206,1,3
Casa Firenze Mille 3 Mari,Campo di Marte,Entire home/apt,$100.00,4.67,3,43.782939159754,11.273934954902389,1,6
Apartment Ponte Vecchio Luxury,Centro Storico,Entire home/apt,$246.00,5.0,2,43.7663291,11.2553794,2,5
Artsy authentic Flat in Firenze,Isolotto Legnaia,Private room,$147.00,4.97,30,43.77181261238515,11.216693590747216,1,2
Glicine Room - Libertà / Fortezza da Basso,Campo di Marte,Private room,$116.00,4.8,5,43.7857118,11.2617227,2,2
L'Oasi di Botticelli : 2 suite Private,Centro Storico,Entire home/apt,$118.00,4.52,137,43.7668866,11.2426834,2,6
Marsilio Ficino Apartment by Mamo Florence,Campo di Marte,Entire home/apt,$346.00,4.84,25,43.78091,11.26931,1,10
Erika Apartment by Mamo Florence,Centro Storico,Entire home/apt,$320.00,4.58,36,43.76877016302833,11.255498978439048,1,8
Fiesolana Comfortable Loft,Centro Storico,Entire home/apt,$124.00,,0,43.774023429201065,11.264705293399391,1,2
appartamento gruppi e famiglie,Centro Storico,Entire home/apt,$93.00,4.94,36,43.77689,11.26622,3,6
Fiesolana Sweet House,Centro Storico,Entire home/apt,$168.00,,0,43.77223313325804,11.264683771297513,1,4
Novella Cozy House,Centro Storico,Entire home/apt,$182.00,,0,43.77172103350849,11.247817487050762,1,4
S.Maria Novella large apartment,Centro Storico,Entire home/apt,$202.00,4.33,3,43.78160328528488,11.242648501978824,1,8
Cavour 36,Centro Storico,Entire home/apt,,4.25,4,43.77706981186721,11.257549357225162,1,5
101 - Classic Room,Centro Storico,Private room,$128.00,4.79,78,43.7720259,11.2497077,1,2
City Center: Barone 2,Centro Storico,Private room,$76.00,4.66,47,43.77618,11.25949,2,4
Comfy double bedroom with own bathroom - Isa Home,Campo di Marte,Private room,$100.00,5.0,2,43.78425344832491,11.265120907934564,2,2
"Officina 32, Florence apartment",Isolotto Legnaia,Entire home/apt,$69.00,4.3,10,43.77444939999999,11.232283,2,4
Alla Porta di San Frediano,Centro Storico,Entire home/apt,$90.00,4.73,59,43.7702931,11.2409312,1,4
Casa Legnaia Firenze,Isolotto Legnaia,Entire home/apt,$80.00,5.0,12,43.77013,11.21608,2,5
Plato’s Sofa - Modern Comfort with Roof Terrace,Rifredi,Entire home/apt,$300.00,4.75,12,43.78382628533939,11.258556873016351,1,6
La Corte di San Lorenzo,Centro Storico,Entire home/apt,$120.00,4.57,37,43.77759349999999,11.2540069,1,4
Family House close to train stn,Centro Storico,Entire home/apt,$107.00,,0,43.779613,11.2428184,1,6
Florentine Nest in Piagentina,Campo di Marte,Entire home/apt,"$1,000.00",5.0,4,43.7689407,11.2797417,1,5
[Duomo Elegance] Renaissance Baptistery View 5*,Centro Storico,Entire home/apt,$289.00,4.98,54,43.7723969,11.2554454,2,4
Don Minzoni Florence Apartment,Campo di Marte,Entire home/apt,$130.00,4.68,40,43.78555637443585,11.263932656196674,1,4
YiD Corte al Duomo,Centro Storico,Entire home/apt,$82.00,4.47,19,43.77198,11.25928,2,4
San Gallo Suite VII with balcony,Centro Storico,Entire home/apt,$800.00,,0,43.777421,11.2562598,1,4
"Firenze, a 3 km dalla stazione - W",Rifredi,Private room,$91.00,5.0,1,43.7970020955573,11.253396395770269,2,2
YiD  stunning on the Accademia,Centro Storico,Entire home/apt,$353.00,4.5,2,43.77833262691122,11.259725458956224,2,7
Monolocale in Villa e terrazzo,Rifredi,Entire home/apt,$62.00,1.0,1,43.79814141774537,11.196564265499186,14,2
Florentia Apartment Rifredi,Rifredi,Entire home/apt,$87.00,4.97,30,43.80212777564624,11.23206844952796,2,2
Landini apartment with private garden,Centro Storico,Entire home/apt,$163.00,4.0,2,43.7836511,11.2417748,2,4
Apartment in historic center near the Duomo church,Centro Storico,Entire home/apt,$202.00,4.95,21,43.77055446325275,11.249607195269538,3,5
San Frediano Home in Florence near City Center,Isolotto Legnaia,Private room,$77.00,4.91,34,43.7665779,11.2384553,2,2
Elegante attico con vista.,Centro Storico,Entire home/apt,$144.00,4.8,49,43.772626178117335,11.247978335178852,1,2
Florence Huge Apartment with Private Garden,Centro Storico,Entire home/apt,$409.00,4.67,3,43.7758238,11.2671043,1,8
Santa Croce Nest,Centro Storico,Entire home/apt,$156.00,5.0,4,43.7694009,11.2617349,1,3
[Cozy Apartment] near Careggi & 15min to station,Rifredi,Entire home/apt,$86.00,5.0,17,43.79672013786715,11.245278581036288,2,4
Peach&Lilac Hideaway,Gavinana Galluzzo,Entire home/apt,$108.00,4.84,44,43.76327138547239,11.279637814177075,1,4
Appartamento Aurora,Gavinana Galluzzo,Entire home/apt,$77.00,5.0,1,43.75715769274749,11.28629966938932,2,4
[Santo Spirito]Terrace Apartment,Centro Storico,Entire home/apt,$208.00,4.74,43,43.7664103,11.2476635,2,4
Davanti al Duomo {Appartamento Storico},Centro Storico,Entire home/apt,$189.00,4.84,55,43.77363,11.25613,1,4
[Santo Spirito] Penthouse with view,Centro Storico,Entire home/apt,$189.00,4.86,21,43.76528,11.24865,1,4
Maison Monteverdi,Centro Storico,Entire home/apt,$119.00,4.81,31,43.78551,11.2352,2,4
DUOMO 16 view,Centro Storico,Entire home/apt,$228.00,4.89,18,43.7747921,11.2587559,1,6
Firenze Suite,Centro Storico,Entire home/apt,$134.00,4.36,39,43.76895,11.25298,2,4
Antichi Bastioni,Centro Storico,Entire home/apt,$181.00,4.5,4,43.7628226,11.2709714,3,6
Chromatic Loft by  FlorenceHospitality,Isolotto Legnaia,Entire home/apt,$127.00,5.0,7,43.7744187,11.2324877,1,4
Casa Lori - ai piedi di piazzale Michelangelo,Gavinana Galluzzo,Entire home/apt,$117.00,4.81,26,43.7636691,11.2742831,2,6
San Lorenzo Shopping Street - 1' Duomo,Centro Storico,Entire home/apt,$122.00,4.0,13,43.7737537,11.2545665,2,4
Suite Indipendenza con garage,Centro Storico,Entire home/apt,$129.00,4.94,51,43.778810889564696,11.255336866279285,3,4
Serragli house,Centro Storico,Entire home/apt,$98.00,4.67,3,43.7690321,11.2464623,1,4
Terzolle - Rifredi & Piazza Dalmazia Apartment,Rifredi,Entire home/apt,$73.00,4.68,19,43.7944054,11.2364006,1,4
Relax & nature close city center,Campo di Marte,Entire home/apt,$114.00,4.93,58,43.77104509999999,11.2805952,1,6
Giardino della Fortezza Modern Apt x6 with Patio,Rifredi,Entire home/apt,$111.00,4.57,30,43.7853173,11.2546371,1,6
Palazzo Benci River View,Centro Storico,Entire home/apt,$299.00,5.0,1,43.7668843,11.259283,3,4
LUCIA's lovely apartment,Isolotto Legnaia,Entire home/apt,$137.00,4.5,22,43.7714915,11.2243762,2,5
Florence Tribute,Campo di Marte,Entire home/apt,$74.00,4.73,11,43.7819434,11.2788652,2,3
Pisana 236 - Suite 1,Isolotto Legnaia,Private room,$93.00,4.89,9,43.77143,11.22648,1,2
Pisana 236 - Suite 2,Isolotto Legnaia,Private room,$84.00,4.46,13,43.77097,11.22633,1,2
Pisana 236 - Suite 3 with Balcony,Isolotto Legnaia,Private room,$75.00,4.6,50,43.773,11.22454,1,2
Florence Rifredi Apartment,Rifredi,Entire home/apt,$72.00,4.9,52,43.80482,11.23594,2,4
10-Min Duomo Central Flat with Private Garden,Centro Storico,Entire home/apt,$132.00,4.63,16,43.7750936,11.2629219,1,3
Alloggio  Bilocale Fiammetta,Centro Storico,Entire home/apt,$144.00,,0,43.780665786643645,11.237140583843376,3,4
Camera privata vicino al centro di Firenze,Rifredi,Private room,$74.00,5.0,1,43.80088516867481,11.233101237359074,1,2
La casa di Francys - Careggi- posto auto riservato,Rifredi,Entire home/apt,$77.00,4.89,28,43.8076,11.23858,2,4
Eva’s nest,Campo di Marte,Entire home/apt,$71.00,4.83,41,43.7858056,11.2727528,2,4
Piccolo monolocale in centro!,Centro Storico,Entire home/apt,$56.00,4.27,37,43.776617660033374,11.25349316385354,1,2
Camera privata vicino al centro di Firenze,Rifredi,Private room,$79.00,,0,43.80187384707124,11.232281386292396,1,2
Camera con cucina vicino al centro di  Firenze,Rifredi,Private room,$82.00,,0,43.80389,11.23399,1,2
Specious & Renovated + Balcony - Great For Family,Centro Storico,Entire home/apt,$340.00,5.0,1,43.77236751905341,11.265172088610546,2,7
Panoramic House - Elegante Appartamento Con Vista,Centro Storico,Entire home/apt,$131.00,4.84,43,43.7711942,11.2645121,1,2
Private room shared bathroom 7,Centro Storico,Private room,$76.00,5.0,13,43.778017,11.250072,2,1
Romantic Home - Charm ed Eleganza a Firenze,Centro Storico,Entire home/apt,$158.00,4.67,9,43.7711942,11.2645121,1,4
Casa Rossetti - Flo Apartments,Centro Storico,Entire home/apt,$229.00,4.4,15,43.77346,11.26043,1,4
Elegante Apt con Giardino nel cuore di Firenze,Campo di Marte,Entire home/apt,$96.00,4.88,33,43.76701,11.2725,2,4
Marconi Apartment,Campo di Marte,Entire home/apt,$105.00,,0,43.7831795,11.2756077,3,2
Spazioso appartamento a Firenze!,Campo di Marte,Entire home/apt,$74.00,4.88,8,43.77269832549302,11.29775774708298,2,2
cosy double room,Centro Storico,Private room,$64.00,4.43,28,43.7760563,11.2448662,2,2
Gordigiani Room 5,Rifredi,Private room,$68.00,5.0,20,43.78753828324171,11.238484031424026,2,1
Centrale completamente rinnovato,Centro Storico,Entire home/apt,$153.00,4.95,55,43.7734061,11.2631962,3,4
Duomo Art House,Centro Storico,Entire home/apt,,4.5,2,43.77261,11.25332,1,6
Santa Felicita Studio - Ponte Vecchio,Centro Storico,Entire home/apt,$92.00,3.67,3,43.76625,11.25245,2,2
Il giardino Segreto,Rifredi,Entire home/apt,$123.00,4.75,4,43.7906998,11.2435893,2,4
Belle Donne Florence Apartment,Centro Storico,Entire home/apt,$98.00,3.8,5,43.77300790568789,11.25102960516009,1,2
Pilastri APT - Dolcevita Holiday,Centro Storico,Entire home/apt,$124.00,4.0,9,43.77316919337107,11.264467578930024,1,2
Majestic apartment with parking,Centro Storico,Entire home/apt,$184.00,4.99,83,43.780871,11.2396188,2,7
Appartamento 130m2 Centro,Centro Storico,Entire home/apt,$170.00,,0,43.78197,11.25914,31,4
al 72,Centro Storico,Entire home/apt,,,0,43.77498299300492,11.242027342439387,1,4
Residenza Ardengo - Renaissance palace near Duomo,Centro Storico,Entire home/apt,$167.00,4.85,48,43.77554549147793,11.255219949073789,3,4
[Duomo] La terrazza più prestigiosa di Firenze,Centro Storico,Entire home/apt,$378.00,4.97,63,43.7680805,11.2599107,1,4
Exclusive Apartment PonteVecchio,Centro Storico,Entire home/apt,$203.00,4.71,7,43.7671044,11.2535786,2,4
David Apartments - Michelangelo,Centro Storico,Entire home/apt,$159.00,,0,43.77352870000001,11.2637377,3,4
Santa Croce Elegant Apartment,Centro Storico,Entire home/apt,$250.00,5.0,3,43.769411,11.2657572,1,6
appartamento santa croce,Centro Storico,Entire home/apt,$107.00,5.0,18,43.769068566621314,11.260012350976467,2,4
Luxury Historic Dimora near Brunelleschi Duome,Centro Storico,Entire home/apt,$349.00,4.82,17,43.77528983750707,11.25471230596304,1,10
Appartamento Santa Croce,Centro Storico,Entire home/apt,$130.00,4.6,55,43.7690826,11.2618989,2,4
Sui tetti di Firenze,Centro Storico,Entire home/apt,,,0,43.774206235876505,11.250781528651714,3,4
"Cuore, tra Stazione e Duomo",Centro Storico,Entire home/apt,$117.00,4.88,67,43.7753046,11.2513635,2,4
Home Cavour centro storico,Centro Storico,Entire home/apt,$130.00,5.0,6,43.77848,11.25933,2,3
Suite Cavour,Centro Storico,Entire home/apt,$116.00,4.83,18,43.77841216558124,11.257163869117454,2,2
The Painting on the Arno • Parking • View,Campo di Marte,Entire home/apt,$195.00,4.95,42,43.76584,11.2727,2,4
Santo Spirito Apartment,Centro Storico,Entire home/apt,$133.00,4.8,61,43.76681,11.24591,2,4
2 BR w/veranda dining room DX,Centro Storico,Entire home/apt,$188.00,4.5,12,43.76898,11.25796,31,4
Double accomodation SanFrediano,Centro Storico,Private room,$83.00,4.63,56,43.76631,11.24284,1,2
Pinzochere 16 N,Centro Storico,Entire home/apt,$123.00,4.5,12,43.76941822438161,11.263372535100428,31,2
Friendly & small 1-BR apt with beautiful terrace,Centro Storico,Private room,$151.00,,0,43.76622,11.25286,4,2
San Marco Apartment 3bdr,Centro Storico,Entire home/apt,$190.00,4.93,28,43.782281526613225,11.261230633101128,1,7
Italian Experience- Florentine Loft,Rifredi,Entire home/apt,$93.00,3.67,3,43.81452,11.22766,1,4
Flowers' Home Duomo,Centro Storico,Entire home/apt,$433.00,4.98,55,43.771401778853765,11.25530187976226,2,6
Appartamento accogliente,Rifredi,Entire home/apt,$108.00,4.81,32,43.7996173,11.2428033,1,6
Appartamento in centro storico con giardino,Centro Storico,Entire home/apt,,5.0,39,43.77654140000001,11.2624091,2,3
Private room shared Bathroom 8,Centro Storico,Private room,$77.00,4.86,14,43.777995,11.2501099,2,2
Cozy Room with ensuite & Outdoor Space,Centro Storico,Private room,$112.00,4.98,60,43.7770212,11.2585358,2,2
Sangio Loft,Centro Storico,Entire home/apt,$189.00,4.73,11,43.7727,11.25655,2,2
Dimora 28 covered parking  included,Campo di Marte,Entire home/apt,$116.00,4.92,50,43.78122,11.27634,2,5
LC41 Suites - City View,Centro Storico,Entire home/apt,$182.00,5.0,1,43.7646329,11.2666416,1,2
LC41 Suites - Courtyard,Centro Storico,Entire home/apt,$166.00,4.38,13,43.7646329,11.2666416,1,2
